estFinal_msm11	sdFinal_msm11	X1	X2	estFinal_msm10	sdFinal_msm10	X1.1	X2.1	estFinal_msm01	sdFinal_msm01	X1.2	X2.2
25.4799319066036	0.631739978634256	24.2417215484805	26.7181422647267	12.9022608435225	0.385898175139524	12.145900420249	13.658621266796	10.4301904179429	0.160028985424293	10.1165336065113	10.7438472293745
25.3856434235629	0.692867873045705	24.0276223923933	26.7436644547325	12.9158975189753	0.448793992749794	12.0362612931857	13.7955337447649	10.3802078018828	0.158553500952935	10.069442940015	10.6909726637506
25.0699602847066	0.614410256533274	23.8657161819014	26.2742043875118	12.6251354846474	0.398058203877109	11.8449414050483	13.4053295642465	10.6046999455018	0.187976004559116	10.2362669765659	10.9731329144377
25.4141871052292	0.582544433378232	24.2724000158079	26.5559741946505	12.8161146967033	0.353728689643184	12.1228064650027	13.5094229284039	10.5805771532162	0.177226190357634	10.2332138201152	10.9279404863172
25.1251527641226	0.617541622643007	23.9147711837423	26.3355343445029	12.9212074040656	0.385441737099482	12.1657415993506	13.6766732087806	10.5800107895569	0.167990961489009	10.2507485050384	10.9092730740754
25.3572146539778	0.661097900125258	24.0614627697323	26.6529665382233	12.8479834321468	0.411009677922318	12.0424044634191	13.6535624008745	10.5411277442139	0.166520104525439	10.214748339344	10.8675071490838
24.5750683187132	0.616622434762888	23.3664883465779	25.7836482908485	11.9599055591098	0.424975914666477	11.1269527663635	12.7928583518561	10.6059419920885	0.16961352288048	10.2734994872428	10.9383844969342
25.0519692648064	0.508590085606493	24.0551326970177	26.0488058325951	12.6766971843775	0.315813117251977	12.0577034745636	13.2956908941914	10.6911977596998	0.17736553319659	10.3435613146345	11.0388342047651
25.0954823611003	0.642996893540624	23.8352084497607	26.3557562724399	12.5417863322668	0.416055801241907	11.7263169618327	13.3572557027009	10.6340696013669	0.168232155404587	10.3043345767739	10.9638046259599
24.4447903892361	0.621405868667098	23.2268348866486	25.6627458918236	12.4536760632948	0.39076583604189	11.6877750246527	13.2195771019369	10.6944880479348	0.168279943548634	10.3646593585795	11.0243167372901
25.321908826172	0.55809581315201	24.2280410323941	26.4157766199499	12.5430183811957	0.366831668510779	11.8240283109146	13.2620084514768	10.6244790616485	0.156504670745928	10.3177299069865	10.9312282163105
24.5259072178334	0.536565413827272	23.4742390067319	25.5775754289349	12.5155369012259	0.38061422398319	11.7695330222188	13.261540780233	10.8321814301619	0.168104261983292	10.5026970766746	11.1616657836492
24.6795107123133	0.607840826851829	23.4881426916837	25.8708787329429	12.5513290471055	0.371060413943525	11.8240506357762	13.2786074584348	10.5456488040615	0.149161293184464	10.25329266942	10.838004938703
24.5785731678607	0.69828814994819	23.2099283939622	25.9472179417592	12.2652588839702	0.414009906504699	11.453799467221	13.0767183007194	10.5213634632196	0.175832638528416	10.1767314917039	10.8659954347353
25.5288199649368	0.723112185899278	24.1115200805742	26.9461198492994	12.6970066155122	0.443346040605819	11.8280483759248	13.5659648550996	10.6733164130588	0.179593654112794	10.3213128509977	11.0253199751199
26.3894777848239	0.679227816395063	25.0581912646896	27.7207643049582	13.0484472924043	0.440866950203448	12.1843480700055	13.9125465148031	10.602053578358	0.167690238184022	10.2733807115173	10.9307264451987
25.8767770020507	0.659267664501523	24.5846123796277	27.1689416244737	13.236617434174	0.420154407283354	12.4131147958986	14.0601200724494	10.5062457730232	0.16592622930421	10.1810303635869	10.8314611824595
25.1766374782727	0.648019248202154	23.9065197517965	26.4467552047489	12.5344275257533	0.42334673325983	11.704667928564	13.3641871229426	10.7345569312684	0.166067687552433	10.4090642636656	11.0600495988712
25.6069735362941	0.633860818127148	24.3646063327649	26.8493407398233	12.7037359317577	0.41579633841388	11.8887751084665	13.5186967550489	10.5125647907887	0.164036644743494	10.1910529670915	10.8340766144859
26.3164478990705	0.719708231300206	24.9058197657221	27.7270760324189	13.2250666981986	0.42452373184053	12.3930001837912	14.057133212606	10.422921627333	0.169818830428377	10.0900767196934	10.7557665349726
25.9717773389756	0.647999875688175	24.7016975826268	27.2418570953244	13.064564266232	0.403103910658439	12.2744806013415	13.8546479311225	10.5561231831435	0.16845670185263	10.2259480475123	10.8862983187747
25.8577437482699	0.630332293800624	24.6222924524207	27.0931950441191	12.7297989925845	0.407154711610061	11.9317757578288	13.5278222273402	10.5354419439422	0.161570497332526	10.2187637691704	10.8521201187139
25.7517082696894	0.60509364485121	24.565724725781	26.9376918135978	13.1012737735317	0.373326525186273	12.3695537841666	13.8329937628968	10.7773300588365	0.159899293744437	10.4639274430974	11.0907326745756
25.8141834186119	0.694834820761921	24.4523071699185	27.1760596673053	13.0919290656405	0.452148381245364	12.2057182383996	13.9781398928814	10.7946382967479	0.160002442603654	10.4810335092447	11.1082430842511
24.2280791576653	0.552255944885413	23.1456575056899	25.3105008096407	12.2642374797105	0.365940370506958	11.5469943535169	12.9814806059041	10.6842856588876	0.155564513631765	10.3793792121693	10.9891921056059
25.0744100848205	0.519387272251094	24.0564110312084	26.0924091384326	12.6759692485749	0.346771931943218	11.9962962619662	13.3556422351836	10.5384781851925	0.169663268997641	10.2059381779571	10.8710181924279
25.3038453221143	0.720872503557835	23.8909352151409	26.7167554290877	12.4894623727105	0.460504991934994	11.5868725885179	13.3920521569031	10.6186148525649	0.164813384449053	10.2955806190448	10.941649086085
24.1172523123978	0.591868154623639	22.9571907293355	25.2773138954601	11.8712812184199	0.371968508761307	11.1422229412477	12.6003394955921	10.1450802378705	0.171891435283946	9.80817302471397	10.481987451027
