estFinal_iptw11	sdFinal_iptw11	X1	X2	estFinal_iptw10	sdFinal_iptw10	X1.1	X2.1	estFinal_iptw01	sdFinal_iptw01	X1.2	X2.2
31.4623127803528	3.67110070375463	24.2669554009938	38.6576701597119	8.7484817381255	0.939399714714396	6.90725829728529	10.5897051789657	7.59049779399634	1.01515824714415	5.6007876295938	9.58020795839888
29.8047550007562	3.15293838982951	23.6249957566903	35.984514244822	7.21229889988573	1.93633490929184	3.41708247767372	11.0075153220977	8.51800434708028	0.859014733578627	6.83433546926617	10.2016732248944
25.6694096011732	1.14549543947171	23.4242385398087	27.9145806625378	9.55026031754451	1.14056400831085	7.31475486125525	11.7857657738338	9.42151494654434	0.855303753099192	7.74511959046992	11.0979103026188
23.7112591946447	1.55810045039086	20.6573823118787	26.7651360774108	9.414836819752	1.61845368271276	6.24266760163499	12.587006037869	8.56816651511209	1.13002654948779	6.35331447811602	10.7830185521082
24.3528998362602	1.56803152192551	21.2795580532862	27.4262416192342	5.36327635385815	1.23457131880355	2.94351656900319	7.78303613871311	7.7045622601194	1.0888803423167	5.57035678917867	9.83876773106014
21.0495308458074	1.02567148682291	19.0392147316345	23.0598469599803	9.91815434740113	0.977072357030914	8.00309252762054	11.8332161671817	9.51798523668681	0.88882627278776	7.7758857420228	11.2600847313508
24.5861918894247	1.10052467423866	22.4291635279169	26.7432202509325	8.74611913842683	1.36621209101438	6.06834344003864	11.423894836815	10.6784072431905	0.95436306839679	8.80785562913281	12.5489588572482
22.8931779892999	1.36533899065435	20.2171135676174	25.5692424109824	10.3143992357706	1.6527688715972	7.07497224744007	13.5538262241011	9.13692814037567	0.888475605965604	7.39551595268309	10.8783403280683
26.1812857718203	1.65745727986051	22.9326695032937	29.4299020403469	6.8789642723254	0.992108434400314	4.93443174090078	8.82349680375001	8.86910552784476	1.02599633862947	6.85815270413099	10.8800583515585
25.4854443630836	1.63951298465147	22.2719989131667	28.6988898130005	8.54161889086973	0.802796001066793	6.96813872877882	10.1150990529606	9.31617873244707	0.982209224674494	7.39104865208507	11.2413088128091
26.0703641017298	1.92422129357021	22.2988903663321	29.8418378371274	9.67493241830953	1.49968755708032	6.7355448064321	12.614320030187	8.41686565674571	0.920333133531559	6.61301271502385	10.2207185984676
29.0587719856729	1.50081055185432	26.1171833040385	32.0003606673074	11.0139102857803	1.78115489806768	7.52284668556765	14.504973885993	9.95121297766877	0.83192285189681	8.32064418795103	11.5817817673865
27.5797565498035	2.42412912578497	22.8284634632649	32.331049636342	8.86134655091494	1.26018329165874	6.39138729926381	11.3313058025661	10.0843165535914	0.925127735112451	8.27106619277102	11.8975669144118
26.0664058176499	1.45309709809271	23.2183355053882	28.9144761299116	8.80455629428502	1.0076181523073	6.82962471576271	10.7794878728073	8.33467341771376	0.96067592796078	6.45174859891063	10.2175982365169
28.4152389881167	1.58295889874811	25.3126395465704	31.517838429663	8.56747630030204	1.09589620617499	6.41951973619906	10.715432864405	9.33356000762554	0.902463679523229	7.56473119576001	11.1023888194911
26.1734993393206	1.55480565749747	23.1260802506256	29.2209184280157	9.066632800042	1.29590382549108	6.52666130207948	11.6066042980045	10.160659211563	0.918839954315826	8.35973290110402	11.9615855220221
28.6418111193713	1.84288216537913	25.0297620752282	32.2538601635144	9.3391081335382	1.88338152037812	5.64768035359708	13.0305359134793	8.10947708810207	0.819976537384084	6.50232307482927	9.71663110137488
26.4032858806622	1.40138793966093	23.6565655189268	29.1500062423976	9.88100188673638	1.19373348614286	7.54128425389638	12.2207195195764	8.84212191501494	0.719595578647055	7.43171458086671	10.2525292491632
30.1797791253855	4.69302025103118	20.9814594333644	39.3780988174066	10.2274429051482	1.9332147899321	6.43834191688129	14.0165438934151	8.74717762903999	0.849464791796772	7.08222663711831	10.4121286209617
28.9239921940864	1.58612340155098	25.8151903270465	32.0327940611263	8.34335252711164	1.11087152580211	6.1660443365395	10.5206607176838	7.24824269104175	0.975641818175945	5.3359847274169	9.1605006546666
24.9166946608293	1.77414538691354	21.4393697024787	28.3940196191798	8.21749567936958	1.12011671342475	6.02206692105707	10.4129244376821	9.28462219203128	0.924303409336509	7.47298750973172	11.0962568743308
30.5465965402918	4.74206496895086	21.2521492011481	39.8410438794355	6.98213306222216	0.866664853912255	5.28346994855414	8.68079617589018	8.80945306813411	1.08513385636725	6.6825907096543	10.9363154266139
28.9157960012079	1.89981630786617	25.1921560377902	32.6394359646256	10.1298601193136	1.21915635403272	7.74031366540946	12.5194065732177	7.98478229438811	1.20120302788806	5.63042435972752	10.3391402290487
26.0797358778401	2.52685088608472	21.127108141114	31.0323636145661	9.63673907229272	1.71199273115311	6.28123331923262	12.9922448253528	8.41147256809346	0.950260325362016	6.54896233038391	10.273982805803
25.4408249399149	1.05000137557396	23.3828222437899	27.4988276360398	12.1471495145724	1.42234891014556	9.35934565068707	14.9349533784576	9.84003340374553	0.807856862239871	8.25663395375539	11.4234328537357
24.7990686357166	0.841458507446531	23.1498099611214	26.4483273103118	8.11261637842553	0.955815217170846	6.23921855277067	9.98601420408039	9.49244244870616	0.78506391672306	7.95371717192896	11.0311677254834
28.8111992558278	1.75256706096932	25.3761678163279	32.2462306953276	10.516188343596	1.69644038447407	7.19116519002678	13.8412114971651	9.97667106103056	0.740596698478331	8.52510153201303	11.4282405900481
23.5791817578507	0.954474103085513	21.7084125158031	25.4499509998983	7.33064607508751	1.48555593176115	4.41895644883565	10.2423357013394	7.57544098702155	1.6643490612888	4.31331682689551	10.8375651471476
27.9962596004713	1.78101192615602	24.5054762252055	31.4870429757371	8.43790659832838	1.20980616177525	6.06668652124889	10.8091266754079	7.62189282440487	0.780104505289225	6.09288799403799	9.15089765477175
26.642390738044	1.84870155337197	23.0189356934349	30.2658457826531	8.84886073190426	1.59825629078157	5.71627840197239	11.9814430618361	7.65008784605381	0.913546406677356	5.8595368889662	9.44063880314143
26.2454359715821	1.68260303871193	22.9475340157067	29.5433379274575	9.4789324280653	1.53133661075751	6.47751267098057	12.48035218515	8.31938670228582	1.05721355110916	6.24724814211187	10.3915252624598
26.7352288646247	1.80129591314429	23.2046888748619	30.2657688543875	9.00026204812173	1.26759469936243	6.51577643737137	11.4847476588721	7.97266569727221	1.22375027665449	5.5741151550294	10.371216239515
27.9398112111225	2.31867503910426	23.3952081344782	32.4844142877669	8.96762416368789	1.22139540835115	6.57368916331963	11.3615591640562	9.60442909440669	0.97662221515066	7.6902495527114	11.518608636102
26.7192828552223	2.1403510929029	22.5241947131326	30.914370997312	8.65815771607041	1.04365317889617	6.61259748543391	10.7037179467069	8.73698770836374	0.748456047799076	7.27001385467755	10.2039615620499
27.4114056738135	1.54142405977337	24.3902145166577	30.4325968309693	7.12320020620436	1.00668156515243	5.15010433850561	9.09629607390312	10.7540924668394	0.969184069721613	8.85449169018506	12.6536932434938
