estFinal_msm11	sdFinal_msm11	X1	X2	estFinal_msm10	sdFinal_msm10	X1.1	X2.1	estFinal_msm01	sdFinal_msm01	X1.2	X2.2
25.3664386356987	0.44288637626779	24.4983813382139	26.2344959331836	12.737730798085	0.317949616923497	12.1145495489149	13.360912047255	10.5160334161508	0.120250400098851	10.280342631957	10.7517242003445
25.6070545442204	0.508661165310755	24.6100786602113	26.6040304282295	12.8269029380095	0.331363359465105	12.1774307534579	13.4763751225611	10.555070492284	0.121327134926808	10.3172693078275	10.7928716767405
25.1596603998627	0.476361017113538	24.2259928063202	26.0933279934052	12.3954322274947	0.319356286215731	11.7694939065119	13.0213705484775	10.6007822732703	0.119839438775898	10.3658969732695	10.835667573271
25.6242536104957	0.49444361604202	24.6551441230534	26.5933630979381	12.8264765986289	0.340877584854378	12.1583565323144	13.4945966649435	10.6652117512944	0.116252692358428	10.4373564742719	10.8930670283169
25.8235570484569	0.54063629548576	24.7639099093048	26.883204187609	13.1128315057998	0.372698420510796	12.3823426015986	13.8433204100009	10.5244166445578	0.121334742574859	10.286600549111	10.7622327400045
25.7514925450443	0.480441595533844	24.809827017798	26.6931580722906	12.8992062192929	0.33221718172109	12.2480605431195	13.5503518954662	10.5389380765438	0.140045430020026	10.2644490337046	10.8134271193831
25.2186815605693	0.428955391423259	24.3779289933797	26.0594341277589	12.6835225043568	0.279916545610624	12.13488607496	13.2321589337537	10.4488221616645	0.117029563735443	10.219444216743	10.678200106586
24.8182224818887	0.470683586228131	23.8956826528816	25.7407623108958	12.643752123031	0.331882556059135	11.9932623131551	13.2942419329069	10.5726420820356	0.124677293198782	10.328274587366	10.8170095767052
25.6629464617221	0.535804065135272	24.612770494057	26.7131224293872	12.7939686942781	0.368478081272906	12.0717516549832	13.516185733573	10.4798649592521	0.110412856274772	10.2634557609535	10.6962741575506
25.0993256721807	0.437873347002666	24.2410939120554	25.9575574323059	12.6689976420312	0.325478598424674	12.0310595891188	13.3069356949436	10.5753992460625	0.131538908984264	10.3175829844533	10.8332155076716
25.4472543343103	0.526100345005711	24.4160976580991	26.4784110105215	12.6934418715503	0.395389321933312	11.918478800561	13.4684049425396	10.5755046844953	0.15111962812493	10.2793102133704	10.8716991556202
25.3392600418559	0.50215840257254	24.3550295728137	26.3234905108981	12.8965010495535	0.342910907742414	12.2243956703784	13.5686064287287	10.8082235647012	0.119591964712251	10.5738233138652	11.0426238155372
26.2960191809562	0.543788916275605	25.230192905056	27.3618454568563	13.3047470167666	0.346580820047955	12.6254486094726	13.9840454240606	10.7329994013677	0.114359323070872	10.5088551281488	10.9571436745866
25.0599750648963	0.475052268909957	24.1288726178328	25.9910775119598	12.808474014832	0.341794324211025	12.1385571393784	13.4783908902856	10.8746344844298	0.109801742819501	10.6594230685036	11.0898459003561
24.8115779910903	0.553547536652914	23.7266248192506	25.8965311629301	12.5037024109832	0.389300726276603	11.7406729874811	13.2667318344854	10.6330866360389	0.125429618566281	10.387244583649	10.8789286884288
25.3737643732583	0.713053307167729	23.9761798912096	26.7713488553071	12.6192229756713	0.552401232394514	11.5365165601781	13.7019293911646	10.5998443244986	0.132321187849148	10.3404947963143	10.859193852683
26.8362236725996	0.526732618511777	25.8038277403165	27.8686196048826	13.624277434818	0.336778251856712	12.9641920611789	14.2843628084572	10.6481849574664	0.12693380137642	10.3993947067687	10.8969752081642
24.4226219016326	0.44179922426726	23.5566954220687	25.2885483811964	12.2514436251386	0.300246447671993	11.6629605877015	12.8399266625757	10.6240650758021	0.126220992367166	10.3766719307624	10.8714582208417
25.0129427832115	0.469214840761421	24.0932816953192	25.9326038711039	12.3994190281136	0.345310009340103	11.722611409807	13.0762266464202	10.5556325337285	0.130726740965656	10.2994081214359	10.8118569460212
25.7484844907864	0.421200017727578	24.9229324560403	26.5740365255324	12.7806815984749	0.298007809061453	12.1965862927145	13.3647769042354	10.6113846112122	0.118721863141825	10.3786897594542	10.8440794629701
25.1472540412619	0.481399157691358	24.2037116921868	26.0907963903369	12.6691262010817	0.373980089720294	11.93612522523	13.4021271769335	10.7339008431179	0.134459808553797	10.4703596183525	10.9974420678834
25.7228305566266	0.487537095559214	24.7672578493305	26.6784032639227	13.2085233522229	0.340235550457791	12.5416616733256	13.8753850311202	10.6101649114055	0.115144120902822	10.3844824344359	10.835847388375
25.9955910067121	0.425438117406441	25.1617322965954	26.8294497168287	12.7109557258935	0.277219103723355	12.1676062825957	13.2543051691913	10.6420466520675	0.127133905406929	10.3928641974699	10.891229106665
24.6821274111481	0.44965685827815	23.8007999689229	25.5634548533733	12.3031701247494	0.339821574729247	11.6371198382801	12.9692204112187	10.5120204141692	0.122909780846897	10.2711172437093	10.7529235846291
25.9443925974619	0.569379062389034	24.8284096351794	27.0603755597444	12.8701688599851	0.3880391732925	12.1096120803318	13.6307256396384	10.6804402739953	0.116530137270465	10.4520412049452	10.9088393430454
25.9526573092599	0.453503216018451	25.0637910058637	26.841523612656	12.8695021285211	0.31096182091754	12.2600169595227	13.4789872975194	10.7321259206552	0.109371138353928	10.5177584894815	10.9464933518289
24.5072930749142	0.433576072284026	23.6574839732375	25.3571021765909	11.9406548645687	0.297701837386041	11.357159263292	12.5241504658453	10.5642947825207	0.133037756558847	10.3035407796654	10.825048785376
24.3540456886682	0.5527291570112	23.2706965409263	25.4373948364102	12.2255746683831	0.378010633197268	11.4846738273164	12.9664755094497	10.596178060742	0.121269331331937	10.3584901713314	10.8338659501526
