estimate	se	lower	upper
5.556403778621	0.407933929273325	4.7541022295249	6.3587053277171
5.48663396012592	0.295069039046504	4.90702842075321	6.06623949949862
5.1237058924764	0.273365941886125	4.58680374534045	5.66060803961235
4.52406591129727	0.250483331460052	4.03240725546246	5.01572456713208
4.70979243978889	0.45516792851314	3.81380610421589	5.60577877536189
4.95412931254853	0.275539337522647	4.41260535281655	5.4956532722805
5.08458075881186	0.340704637674637	4.41537443231519	5.75378708530854
4.34529625237023	0.41480739870311	3.52899530169557	5.16159720304488
5.41693469878332	0.305448883174627	4.81671675661005	6.01715264095658
4.71162928394576	0.302261075348168	4.11741337312962	5.30584519476191
5.06038168829339	0.262485248539558	4.54511189764998	5.57565147893681
4.78085483929997	0.241379272784928	4.30670625684374	5.25500342175621
5.46101465298317	0.348672925215481	4.77566235432461	6.14636695164173
4.63185174080615	0.399454074106216	3.84630967585457	5.41739380575774
5.40072576855965	0.281094868777493	4.84883664420475	5.95261489291455
5.06679172230751	0.535193430694811	4.0128484550222	6.12073498959282
5.40922407470079	0.416560386906109	4.58960150673467	6.22884664266691
4.87003581786875	0.282711628745478	4.31487581886926	5.42519581686824
4.9432105833336	0.307308632777555	4.33931947829661	5.54710168837059
5.48478952514449	0.335812758253487	4.82459488378236	6.14498416650662
5.30200626458198	0.285706319212362	4.74093129147557	5.8630812376884
4.77842202933859	0.251193211664843	4.28533278832472	5.27151127035246
4.85623293185921	0.416959612054588	4.03558001255907	5.67688585115935
5.19967028848192	0.331763331958531	4.54786993498768	5.85147064197617
5.11594768394106	0.258230392946798	4.60876985786407	5.62312551001806
4.94030357825267	0.312311094826484	4.32677418340401	5.55383297310132
4.79524394484706	0.343967001264353	4.11867918468455	5.47180870500957
4.72929746251693	0.260936529257631	4.21676068284598	5.24183424218788
5.36528049467179	0.394564455980365	4.58988216630391	6.14067882303967
5.11884444473233	0.270311472276129	4.58833460657376	5.64935428289091
4.97464087454945	0.367549753070166	4.25186660376285	5.69741514533606
5.09609203665867	0.445068156148735	4.22069193987368	5.97149213344365
4.97307359308958	0.286202820558972	4.41075839060431	5.53538879557485
4.98834478660409	0.26589601426414	4.46613402641978	5.51055554678841
5.4812419532025	0.566627580854758	4.36539147411508	6.59709243228992
5.23912423893431	0.345138103400165	4.56066689243806	5.91758158543057
5.03241597754202	0.322429804851075	4.39824625791685	5.6665856971672
5.21335588998839	0.368734211674997	4.48838494521743	5.93832683475936
4.57936908369406	0.362482812152908	3.86661929001357	5.29211887737454
5.10236397053486	0.285491856567459	4.54119066931009	5.66353727175964
5.1996828291697	0.27647009543262	4.65699749083403	5.74236816750537
5.03255125426605	0.318868648276241	4.40566687169324	5.65943563683885
5.02735728795575	0.311970235885902	4.41493326587362	5.63978131003788
5.05000928877123	0.33302684323783	4.39536201301184	5.70465656453063
4.61435883872837	0.246028959866521	4.13134809832672	5.09736957913003
4.58174035260449	0.351661121602496	3.89001340602663	5.27346729918236
5.28845628524772	0.386661126424952	4.52804444009674	6.0488681303987
5.35351684850203	0.374726112996812	4.61664804241696	6.0903856545871
5.14680891379772	0.483663814145572	4.19514191384294	6.0984759137525
4.95387477009039	0.261994699474447	4.4397379801369	5.46801156004389
5.09970740742712	0.254727789456776	4.59973135351191	5.59968346134233
4.75485503621094	0.271134908766119	4.22220605971343	5.28750401270846
5.24412646014506	0.267338811312511	4.7191486614796	5.76910425881052
5.35729136311323	0.297704638493014	4.77253567695944	5.94204704926703
5.1715061760848	0.292500063655783	4.59662891094928	5.74638344122032
4.99714523013789	0.297695894468	4.41190691661166	5.58238354366412
4.92559995586198	0.296218291815926	4.34371344451908	5.50748646720489
4.81184367141924	0.314271115714611	4.19351356058566	5.43017378225281
4.64438749102583	0.553189564483352	3.55517776163544	5.73359722041621
5.12426652918431	0.305189746841722	4.52421937611085	5.72431368225776
4.83265731619941	0.22255777924862	4.39606055298437	5.26925407941444
5.41814995130825	0.34524182043262	4.73937420381455	6.09692569880196
4.90930166261168	0.246669973359414	4.42481491719398	5.39378840802937
4.87393954333721	0.243545556070524	4.39588952984655	5.35198955682787
5.00720078698511	0.478127873430622	4.06600427833401	5.94839729563622
4.82208025767217	0.274081694159067	4.28379571371888	5.36036480162547
