estFinal_ps2	sdFinal_ps2	X1	X2
8.83133532570939	0.252431770316358	8.33597454009933	9.32669611131945
9.36562876337742	0.25459818575055	8.86645253996144	9.8648049867934
8.91084285383635	0.26437154088867	8.39213316111402	9.42955254655869
9.15921259937854	0.237487499453753	8.69361951793236	9.62480568082472
9.16962388385513	0.233016356189646	8.71281918635304	9.62642858135722
8.74499512922298	0.273891588626137	8.20775713238713	9.28223312605884
8.97411028145565	0.24078019789621	8.50195074278594	9.44626982012537
9.11475606587712	0.287489525932002	8.55068225571023	9.67882987604401
8.62907275519188	0.243251376953373	8.1519840197536	9.10616149063017
8.93519060558735	0.276116509279119	8.39319605956316	9.47718515161154
8.8259199214277	0.266523071992558	8.30319777807048	9.34864206478492
9.45274295786628	0.321903410168968	8.82078724301429	10.0846986727183
8.72819213056531	0.230549765673188	8.27609672484484	9.18028753628578
8.93596009250422	0.299024886349131	8.34924735587427	9.52267282913418
9.36383875183559	0.267724145362939	8.8389698843448	9.88870761932637
9.29483627130363	0.270547895150574	8.76404440845488	9.82562813415239
9.40272057986022	0.313931397513248	8.78673406179325	10.0187070979272
9.01052675920822	0.259426671693079	8.50190001974749	9.51915349866894
9.34218979685323	0.456346305158388	8.44477456526093	10.2396050284455
9.01890918781379	0.249904058384996	8.52888694120967	9.50893143441792
9.16202683283431	0.335224128458446	8.50369620072628	9.82035746494234
8.80405868039912	0.264076745285209	8.28601608929405	9.32210127150418
9.26064393479697	0.263085411226161	8.74489924641602	9.77638862317792
8.58685919635869	0.231632917966329	8.13268449315082	9.04103389956657
8.84759677881978	0.244632842083331	8.36774779241319	9.32744576522637
8.76186079469376	0.25149214362188	8.26863963820019	9.25508195118733
9.14423558407362	0.248637440945832	8.65680396020387	9.63166720794337
8.93222354577298	0.233067806739288	8.4752387833821	9.38920830816386
8.92255802246778	0.224392287708224	8.48261893611738	9.36249710881817
8.81445383325996	0.241409849780237	8.34107874170587	9.28782892481406
8.89412899608662	0.241013698010238	8.42153926648191	9.36671872569134
8.72553720472132	0.338595105924824	8.06035970535173	9.39071470409091
8.90349729306173	0.248473502154054	8.41618957177334	9.39080501435012
9.21649995293808	0.281701387874257	8.66371848972632	9.76928141614984
9.10568639804014	0.245200484551504	8.62494147477622	9.58643132130406
8.87625424322246	0.227075745994523	8.4310480946769	9.32146039176801
8.7793979683519	0.250633406764812	8.28770186625713	9.27109407044666
9.01192442550502	0.251531741844085	8.51848510939688	9.50536374161315
8.64954596565387	0.259309663538807	8.14067287927936	9.15841905202837
9.4528988632109	0.278926255570966	8.90598191687324	9.99981580954856
8.94326264852568	0.248160286378213	8.45659674641852	9.42992855063284
8.88746875834116	0.24026206384158	8.4162964738147	9.35864104286761
8.75892241190795	0.256421412080122	8.25592894536019	9.26191587845572
8.68871886590428	0.232930168499941	8.23194288793576	9.1454948438728
8.78809867120888	0.244130927815127	8.3092700637473	9.26692727867045
9.29032852200475	0.291531818721407	8.71815642545988	9.86250061854961
8.79013729028467	0.227359111243438	8.34437768441847	9.23589689615087
9.26390764044443	0.257494885503428	8.75909378090019	9.76872149998867
8.44995406502681	0.235308627332131	7.98828509113371	8.9116230389199
8.94633770519832	0.234130402191034	8.4871943647968	9.40548104559983
8.91354702979129	0.270518589563245	8.38281900914257	9.44427505044002
