estFinal_ps2	sdFinal_ps2	X1	X2
8.91372019825508	0.228500517447405	8.46561280058762	9.36182759592255
9.43058013853078	0.247494476294769	8.94539405328822	9.91576622377334
8.9309979777479	0.223791679207338	8.49226381003795	9.36973214545785
9.13413236073859	0.231856734621518	8.6796139547943	9.58865076668289
9.17099384554109	0.234250648689842	8.71176172930154	9.63022596178063
8.68273651818973	0.239377023895236	8.2134776569234	9.15199537945606
8.97896846859457	0.222381075071729	8.54303604940184	9.4149008877873
8.9844699909525	0.233465399005889	8.52681699070697	9.44212299119802
8.64290363181294	0.219001152505393	8.21358104842758	9.0722262151983
9.00918478203034	0.246711916540345	8.52523976480474	9.49312979925593
8.8640337135476	0.250781909551303	8.37233672014681	9.35573070694839
9.28868329818748	0.23985328585997	8.81848680440055	9.75887979197441
8.75154083329607	0.214291046198261	8.33146352119457	9.17161814539758
8.86791077076296	0.25033016792689	8.37715838241178	9.35866315911414
9.22921385629973	0.258413806333389	8.72261593057782	9.73581178202164
9.12145476138852	0.223342876766844	8.68362151940561	9.55928800337142
9.27665563936547	0.253380890679494	8.7799336804989	9.77337759823205
9.00008774974235	0.254519064583852	8.50112524001089	9.4990502594738
9.12889907040084	0.264547797512646	8.61009847538299	9.6476996654187
9.02791853001692	0.245768280129722	8.54604109843436	9.50979596159949
8.9574254230631	0.238268093853891	8.49032070122187	9.42453014490432
8.79576270795099	0.234959635355868	8.33511094217434	9.25641447372764
9.2286962791675	0.256450979855969	8.72599382659775	9.73139873173726
8.70075664844214	0.223891808049658	8.26185829654775	9.13965500033654
8.84210849491935	0.219149891242658	8.41246920732925	9.27174778250944
8.88674488356792	0.239703112215752	8.41679338301056	9.35669638412528
8.97763746649659	0.237168472909558	8.51271386313138	9.44256106986181
8.96193957062001	0.231499276156745	8.50805599278566	9.41582314845435
8.91794734580545	0.219618529545312	8.48740723882496	9.34848745278595
8.82233002700121	0.223031850610939	8.38513983790815	9.25952021609428
8.95401840328962	0.227855815669821	8.50735641670999	9.40068038986925
8.88171331998251	0.25390404802388	8.38384399324754	9.37958264671749
8.89537537606478	0.240996007140116	8.42278402926087	9.36796672286868
9.15996250170882	0.227819499054176	8.71336148265534	9.60656352076231
9.11325775232848	0.240853131512132	8.64107323798234	9.58544226667463
8.85859677717947	0.227965657939178	8.41164328636039	9.30555026799855
8.83632134927108	0.240517161194063	8.36459847877991	9.30804421976225
8.980326981279	0.232572691021928	8.52428408136856	9.43636988118945
8.63437292614005	0.214556848858225	8.21374383035483	9.05500202192526
9.25080458842864	0.254890886694237	8.75115328071691	9.75045589614038
9.11137974296455	0.239064790948296	8.64270608889668	9.58005339703241
8.91789710428472	0.224256268461982	8.47825871155883	9.35753549701061
8.64675841543558	0.221820829510412	8.21188906931252	9.08162776155864
8.72102549946033	0.216529222426949	8.2965520498008	9.14549894911987
8.84326537968005	0.236905965662878	8.37867913173628	9.30785162762382
9.2160861911711	0.228631707046031	8.76789453454202	9.66427784780017
8.78100747042991	0.224446994271727	8.34098433378556	9.22103060707425
9.23383482021101	0.258182660306003	8.72767399268407	9.73999564773795
8.51496560740469	0.20822113212507	8.1067242507042	8.92320696410518
8.94497020785242	0.219331383234186	8.51497536674214	9.37496504896269
8.89947499373242	0.23830478711324	8.43223680940146	9.36671317806337
9.23033343394631	0.231280936500366	8.77682513979818	9.68384172809443
9.00600168266332	0.243441131045301	8.52875567518352	9.48324769014311
9.28684950100736	0.230199406328994	8.83562115671966	9.73807784529506
8.99510313599903	0.245887706967717	8.51307948773611	9.47712678426196
9.10884941528329	0.243810269030581	8.63085550431618	9.5868433262504
9.08109214561155	0.227668409312319	8.63476871694371	9.52741557427939
9.16539254918987	0.231753893229058	8.71108547798283	9.61969962039691
9.00107962967451	0.237030047435676	8.53628818653605	9.46587107281298
8.47570550646041	0.227914412595008	8.02885520528233	8.92255580763849
