estimate	se	lower	upper
6.25332719378502	0.291414067658499	5.68215562117437	6.82449876639568
5.00645648823065	0.559597028803702	3.90964631177539	6.10326666468591
5.25222397552288	0.308051209149599	4.64844360558966	5.8560043454561
4.80704326999417	0.322780661599986	4.1743931732582	5.43969336673015
5.1981841309255	0.303798139185031	4.60273977812284	5.79362848372816
5.10057798247297	0.287226127816463	4.5376147719527	5.66354119299323
5.45315815868654	0.378810727742723	4.7106891323108	6.19562718506227
4.60764210702199	0.37461360221915	3.87339944667246	5.34188476737152
5.42934467795383	0.467685827151872	4.51268045673616	6.3460088991715
4.02867576004463	0.731754318308848	2.59443729615928	5.46291422392997
4.90302562151265	0.735030918438696	3.46236502137281	6.34368622165249
4.87648183803117	0.32234392563124	4.24468774379394	5.5082759322684
5.90061921399599	0.542081411864398	4.83813964674177	6.96309878125021
4.59625992711127	0.535943398205754	3.54581086662799	5.64670898759454
5.66173525851485	0.503901316467514	4.67408867823852	6.64938183879118
5.08779605538855	0.35872919878526	4.38468682576944	5.79090528500766
5.93569516378443	0.36294220666198	5.22432843872695	6.64706188884191
5.65613940016125	0.39279881741723	4.88625371802348	6.42602508229902
5.07059053043396	0.802807890268555	3.49708706550759	6.64409399536033
6.56874233240726	0.366724053414541	5.84996318771476	7.28752147709976
3.98104676517475	1.43396632347227	1.17047277116911	6.7916207591804
5.22780147393078	0.315364820181603	4.60968642637483	5.84591652148672
5.38264334051963	0.423951773022079	4.55169786539636	6.2135888156429
5.5887949165401	0.370672594272735	4.86227663176554	6.31531320131466
4.80726966408789	0.473420141454743	3.87936618683659	5.73517314133919
4.76450648044745	0.582450935239809	3.62290264737743	5.90611031351748
5.49939002177375	0.379028526659912	4.75649410952032	6.24228593402718
4.78370655300601	0.506690790751679	3.79059260313272	5.7768205028793
5.33170761758497	0.419686434419694	4.50912220612237	6.15429302904757
5.70630665187265	0.514119905020436	4.6986316380326	6.71398166571271
5.09596366958696	0.43073212926513	4.2517286962273	5.94019864294661
5.80744366435831	0.403685481412242	5.01622012079031	6.5986672079263
5.24482305449087	0.783721112872993	3.7087296732598	6.78091643572194
4.84762846596616	0.352940875620663	4.15586434974966	5.53939258218266
5.64230669003268	0.370732765987787	4.91567046869662	6.36894291136874
5.6578720754024	0.341292297091321	4.98893917310341	6.32680497770139
4.79221030334211	0.332062772073989	4.14136727007709	5.44305333660713
5.7865019201888	0.288022825022549	5.2219771831446	6.35102665723299
4.78709639516276	0.276867732771263	4.24443563893109	5.32975715139444
5.00665703890654	0.357166805690663	4.30661009975284	5.70670397806024
5.41405389873771	0.402842120840212	4.6244833418909	6.20362445558453
4.21655755235284	0.470896270327191	3.29360086251154	5.13951424219413
5.23416927398016	0.365071568094343	4.51862900051525	5.94970954744507
5.68230082044187	0.265508555034053	5.16190405257513	6.20269758830861
4.59362974937113	0.345366801729717	3.91671081798089	5.27054868076138
4.45323705230197	0.832754248164456	2.82103872589964	6.0854353787043
5.4990719008758	0.567382823916088	4.38700156600027	6.61114223575134
5.64216203469782	0.295149966920028	5.06366809953457	6.22065596986108
5.61667755763289	0.551382950023749	4.53596697558634	6.69738813967944
5.6530051140344	0.315074814019963	5.03545847855527	6.27055174951353
5.21456146736225	0.316371763122194	4.59447281164275	5.83465012308175
4.77602508206475	0.449494422039757	3.89501601486683	5.65703414926268
4.6272698140079	0.653662627530676	3.34609106404778	5.90844856396803
5.31435516318329	0.361325003678593	4.60615815597324	6.02255217039333
5.03325115326884	0.445580305314768	4.1599137548519	5.90658855168579
4.69685406897604	0.575966694309709	3.56795934812901	5.82574878982307
5.96368006609943	0.419609081299431	5.14124626675254	6.78611386544632
4.13834418539154	0.998340780810743	2.18159625500248	6.0950921157806
5.14473189331665	0.581660479571014	4.00467735335746	6.28478643327584
5.0148650459377	0.442073610786582	4.148400768796	5.8813293230794
5.31552937287309	0.338774879570807	4.65153060891431	5.97952813683187
5.81213167791716	0.325484397148705	5.1741822595057	6.45008109632862
5.12409794823596	0.559010978607985	4.02843643016431	6.21975946630761
5.22960800475931	0.284443636665845	4.67209847689425	5.78711753262436
5.24476629277077	0.386755315143438	4.48672587508963	6.00280671045191
5.71137543072881	0.466498833235001	4.79703771758821	6.62571314386942
4.92435341199482	0.432806548157513	4.07605257760609	5.77265424638354
5.3030759277327	0.50899018038371	4.30545517418063	6.30069668128477
5.12270432724638	0.541093595322388	4.0621608804145	6.18324777407826
5.29334240340129	0.352922916980265	4.60161348611997	5.98507132068261
5.50974925245472	0.373962030877369	4.77678367193508	6.24271483297436
5.27468389076286	0.325214215267895	4.63726402883779	5.91210375268794
5.17995874574146	0.544683487684755	4.11237910987934	6.24753838160358
5.34843311339634	0.351429139235303	4.65963200049515	6.03723422629753
4.71305005499569	0.614647367671201	3.50834121436013	5.91775889563124
5.37841788598557	0.449286517024268	4.49781631261801	6.25901945935314
5.18675810452961	0.320042276247206	4.55947524308509	5.81404096597414
5.90174453408263	0.446602281241922	5.02640406284847	6.7770850053168
4.59523859550463	0.638009334830125	3.34474029923758	5.84573689177167
5.1380251966556	0.420106609629612	4.31461624178156	5.96143415152964
5.6013489772993	0.60952152116464	4.40668679581661	6.796011158782
5.16583699882836	0.369866580138408	4.44089850175708	5.89077549589964
5.12140815398962	0.400278713441394	4.33686187564448	5.90595443233475
5.84945436168928	0.323907547589493	5.21459556841387	6.48431315496468
5.27936684313928	0.384673028503616	4.52540770727219	6.03332597900637
5.8442228948081	0.56368342832882	4.73940337528361	6.94904241433259
5.40416990849795	0.507531962037563	4.40940726290433	6.39893255409157
5.12567424511977	0.371513724280614	4.39750734552976	5.85384114470977
4.02050679328974	1.23953019735212	1.5910276064796	6.44998598009989
5.23954465506028	0.337886539327292	4.57728703797878	5.90180227214177
5.42978474525491	0.336395498793925	4.77044956761882	6.089119922891
5.04284509493323	0.51159375680179	4.04012133160173	6.04556885826474
5.58493635162655	0.326413367941734	4.94516615046076	6.22470655279235
6.05669633149564	0.798824397859333	4.49100051169135	7.62239215129993
5.14886841654621	0.373389835285878	4.41702433938589	5.88071249370653
4.59849212933428	0.51461032127246	3.58985589964026	5.6071283590283
5.49205603939748	0.323975372263737	4.85706430976056	6.12704776903441
5.0458720057355	0.312459680208571	4.4334510325267	5.6582929789443
4.64821575121313	0.485555652552693	3.69652667220986	5.59990483021641
5.45087061154155	0.343993921386528	4.77664252562396	6.12509869745915
