V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
-0.695841788671899	1.35315948186084	-3.34803437311915	1.95635079577536	-3.16468979116599	3.1198870748704	-9.27966845791198	2.95028887558	-1.08917440262497	1.41076110358896	-3.85426616565934	1.67591736040939
-1.4933000668152	1.02395866789615	-3.50025905589165	0.51365892226125	-8.15287345567687	2.23762833079388	-12.5386249840329	-3.76712192732086	-3.53303662224527	1.0250271698349	-5.54208987512167	-1.52398336936887
-2.2364526806093	0.650409107618279	-3.51125453154113	-0.961650829677473	-7.52395103955084	2.46673976214695	-12.3587609733589	-2.68914110574283	-1.04394587822405	2.01451423169194	-4.99239377234025	2.90450201589215
-1.40271965129742	2.60082999059165	-6.50034643285706	3.69490713026221	-7.81504228827098	2.33639646835623	-12.3943793662492	-3.23570521029278	-4.08806357081321	1.5253895073562	-7.07782700523135	-1.09830013639506
-4.715517585834	0.739974157642975	-6.16586693481423	-3.26516823685377	-14.1600209695646	1.45962068508103	-17.0208775123234	-11.2991644268058	-8.23822049217495	0.992300388060343	-10.1831292527732	-6.29331173157668
-3.03900348293256	1.33140690423106	-5.64856101522545	-0.429445950639675	-11.03447926139	2.69097732377158	-16.3087948159823	-5.76016370679767	-5.78868905716834	2.36036843121475	-10.4150111823493	-1.16236693198742
-5.33456634372851	0.823832125940373	-6.94927731057164	-3.71985537688538	-14.1723642549756	2.84804957286132	-19.7545414177838	-8.59018709216739	-9.2922331848611	2.3563045756448	-13.9105901531249	-4.67387621659731
-2.33095671016543	2.03475031881493	-6.3190673350427	1.65715391471184	-9.93490320299454	3.59594984396552	-16.982964897167	-2.88684150882213	-4.1721974842569	3.3415280728196	-10.7215925069833	2.37719753846951
-4.75479358296318	1.26386789741332	-7.23197466189328	-2.27761250403308	-10.6178877954371	2.77956112605968	-16.065827602514	-5.16994798836009	-4.23781441870725	2.61585594530286	-9.36489207150086	0.889263234086359
-3.24758396679914	1.81952851091605	-6.81385984819459	0.318691914596318	-9.22984743790446	3.32220508249252	-15.7413693995898	-2.71832547621913	-5.38699023388036	2.74921887099307	-10.7754592210268	0.00147875326606162
-1.23973083435441	1.93558180490838	-5.03347117197484	2.55400950326601	-4.37825614868336	3.06382365219088	-10.3833505069775	1.62683820961076	-1.97465442672101	3.28602041284131	-8.41525443588999	4.46594558244796
0.811739204213113	1.79104319812786	-2.69870546411749	4.32218387254372	-1.5801709150025	2.15586578364761	-5.80566785095182	2.64532602094683	-7.86600169695829	4.0649148895459	-15.8332348804682	0.101231486551666
1.42461323354523	1.04320868195026	-0.620075783077277	3.46930225016773	-0.0461750022358718	1.3621075339686	-2.71590576881433	2.62355576434259	2.6258169541951	1.8339920419819	-0.968807448089424	6.22044135647963
-0.137776049888492	1.0560941673449	-2.20772061788449	1.93216851810751	-1.1515617293691	1.98543355461951	-5.04301149642335	2.73988803768515	-0.339272805496478	1.68031568899967	-3.63269155593582	2.95414594494287
0.964920515335303	1.28811004150364	-1.55977516601183	3.48961619668244	-2.87735349251072	3.32808086512844	-9.40039198816246	3.64568500314102	-2.3870596269142	2.55814741870141	-7.40102856756898	2.62690931374057
