V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.28234847718916	2.10478486298213	-1.84302985425581	6.40772680863414	-2.90179017176076	3.28784234627661	-9.34596117046291	3.5423808269414	-3.50657781561577	3.87504607511305	-11.1016681228373	4.0885124916058
-1.26631763756377	1.48667436797946	-4.1801993988035	1.64756412367596	-8.96083873388785	2.66594621348049	-14.1860933123096	-3.7355841554661	-4.52658238216656	1.46253243934172	-7.39314596327633	-1.6600188010568
13.1142106692032	7.01945610487393	-0.64392329634974	26.8723446347561	7.6963414606282	8.27949244261736	-8.53146372690182	23.9241466481582	6.86401271272591	9.17703611592089	-11.122978074479	24.8510034999309
13.8677624197768	4.25237892944941	5.53309971805598	22.2024251214977	5.92808416222007	3.7025318383524	-1.32887824095063	13.1850465653908	6.43713044505317	4.41568092592122	-2.21760416975242	15.0918650598588
-4.39091084072433	0.83849337088297	-6.03435784765496	-2.74746383379371	-13.8311038775249	1.51855236094335	-16.8074665049739	-10.8547412500759	-8.41874418932771	1.29518779967846	-10.9573122766975	-5.88017610195792
12.0878529257567	6.82039799402701	-1.28012714253624	25.4558329940496	3.65300803361153	7.59149447057999	-11.2263211287252	18.5323371959483	10.1589518159455	8.17317326652552	-5.86046778644451	26.1783714183355
8.28245667624101	6.92801081444122	-5.29644452006378	21.8613578725458	-0.539215544220022	8.33645335900569	-16.8786641278712	15.8002330394311	3.14108730085298	7.79146410468197	-12.1301823443237	18.4123569460296
16.1202762310052	6.33464306434918	3.7043758248808	28.5361766371296	8.081962695188	7.32449736919819	-6.27405214844045	22.4379775388165	13.943309369443	7.34355196870521	-0.450052489219223	28.3366712281052
10.1568941962987	6.3344001197138	-2.25853003834034	22.5723184309378	4.1552741616615	7.38259700582682	-10.3146159697591	18.6251642930821	-1.60180342858786	9.63936566725603	-20.4949601364097	17.291353279234
11.0934771551099	5.94220546760697	-0.55324556139972	22.7401998716196	4.99702125385912	6.97162334130405	-8.66736049509681	18.661403002815	7.71429953612309	6.93030213957848	-5.86909265745074	21.2976917296969
8.16008052814056	3.31432735287781	1.66399891650005	14.6561621397811	4.97594309446126	4.1112883728723	-3.08218211636845	13.034068305291	4.37854827622795	6.39592497554921	-8.15746467584849	16.9145612283044
7.42977661640021	2.7951437490925	1.9512948681789	12.9082583646215	4.99531896364044	3.20511497330267	-1.28670638403278	11.2773443113137	-4.93454051956866	6.41161791738052	-17.5013116376345	7.63223059849716
4.51206242914514	1.98958426884623	0.612477262206522	8.41164759608375	3.09689358275845	2.13239753925512	-1.08260559418159	7.2763927596985	5.68830770741999	2.38954494101788	1.00479962302494	10.371815791815
1.44848704148137	1.57220955746235	-1.63304369114483	4.53001777410758	0.422601001776414	2.28381505317654	-4.0536765024496	4.89887850600243	1.35065584901119	2.05698413510935	-2.68103305580314	5.38234475382553
2.84416148945382	2.17272130664825	-1.41437227157675	7.10269525048439	-1.02293001495822	4.1611953146517	-9.17887283167556	7.13301280175912	-0.684686582561396	3.53550401950344	-7.61427446078814	6.24490129566534
