estFinal_iptw11	sdFinal_iptw11	X1	X2	estFinal_iptw10	sdFinal_iptw10	X1.1	X2.1	estFinal_iptw01	sdFinal_iptw01	X1.2	X2.2
24.1560841368198	1.28071520591416	21.645882333228	26.6662859404115	10.6451250219657	0.908051755480015	8.86534358122488	12.4249064627065	10.2612250433067	0.65385850210566	8.97966237917962	11.5427877074338
25.664453438833	0.982092200146111	23.7395527265466	27.5893541511193	11.619290905302	0.968422051565742	9.72118368423315	13.5173981263709	10.4859334195839	0.572570457525752	9.36369532283343	11.6081715163344
23.5820609676136	0.981803099917415	21.6577268917755	25.5063950434518	10.2888922568857	1.09166788293704	8.14922320632905	12.4285613074423	10.0636898959173	0.576345493750097	8.93405272816706	11.1933270636674
23.3042671449411	1.1576385722458	21.0352955433393	25.5732387465429	12.4619436415723	1.15547159616085	10.197219313097	14.7266679700476	10.5047351854989	0.545315159974776	9.43591747194832	11.5735528990494
26.5759195291135	1.05955671685098	24.4991883640856	28.6526506941414	13.2589321546934	1.57783704765759	10.1663715412845	16.3514927681022	12.0063125755373	0.497340088783632	11.0315260015214	12.9810991495532
23.4440590923919	0.810217873638206	21.856032060061	25.0320861247228	9.57445314079124	0.74793882192994	8.10849304980855	11.0404132317739	9.82023929951897	0.59282534201454	8.65830162917048	10.9821769698675
25.8485040172704	1.15975723081097	23.5753798448809	28.1216281896599	9.65098394143559	0.79511895696635	8.09255078578154	11.2094170970896	11.5462406871906	0.58171976207643	10.4060699535208	12.6864114208604
23.8175019717348	0.886564816136388	22.0798349321075	25.5551690113621	11.3482029717017	0.989570894924513	9.40864401764967	13.2877619257538	9.30281745441903	0.714125681789045	7.90313111811251	10.7025037907256
25.5123372511805	0.842626158331448	23.8607899808508	27.1638845215101	11.6147041552174	0.89981596305342	9.85106486763268	13.3783434428021	11.5914298709468	0.573849502950858	10.4666848451631	12.7161748967305
24.8231432600363	0.875348191908836	23.107460803895	26.5388257161776	11.677756585119	0.953241325703479	9.80940358674021	13.5461095834978	11.2798965015257	0.554215970288568	10.1936331997601	12.3661598032913
