estimate	se	lower	upper
5.45048634171099	0.224330161172008	5.01079922581385	5.89017345760812
5.53688099511376	0.35777628165167	4.83563948307649	6.23812250715103
5.13045977733559	0.23474086245064	4.67036768693234	5.59055186773885
4.51674242933955	0.210301188284576	4.10455210030178	4.92893275837732
4.99708265065789	0.254198672374285	4.49885325280429	5.49531204851149
4.96605771763119	1.75245311257617	1.5312496169819	8.40086581828049
5.025777050107	0.268461727561259	4.49959206408693	5.55196203612707
4.51313891648326	0.285660603570798	3.9532441334845	5.07303369948203
5.44501093046125	0.267555081137281	4.92060297143218	5.96941888949032
4.41566768043057	0.394328080167522	3.64278464330223	5.18855071755891
5.07750980063256	0.197633525895203	4.69014808987797	5.46487151138716
4.85537260190087	0.201905867644001	4.45963710131863	5.25110810248311
5.38594414019221	0.263095194269702	4.87027755942359	5.90161072096083
4.82706204384355	0.242873596641244	4.35102979442671	5.30309429326039
5.32454862133644	0.320524610915743	4.69632038394158	5.95277685873129
5.00284866726457	0.264934088690153	4.48357785343187	5.52211948109727
5.3885723600993	0.272103879324305	4.85524875662367	5.92189596357494
4.83817905698478	0.272242032157565	4.30458467395596	5.37177344001361
5.02266846669461	0.270331075546554	4.49281955862337	5.55251737476586
5.49538691265595	0.233737461859015	5.03726148741228	5.95351233789962
5.31752167463295	0.215642311365203	4.89486274435715	5.74018060490875
4.70846169820856	0.210473324897599	4.29593398140926	5.12098941500785
4.49252511472667	0.446192298400225	3.61798820986223	5.36706201959111
5.13638065433946	0.274745889253834	4.59787871140195	5.67488259727698
5.15003695507489	0.199276978758464	4.7594540767083	5.54061983344148
4.96485026491872	0.283926699134261	4.40835393461557	5.52134659522187
4.98636610768685	0.252598681182123	4.49127269256989	5.48145952280381
4.81484793339196	0.217028111333529	4.38947283517824	5.24022303160567
5.33774546038806	0.281317552679476	4.78636305713629	5.88912786363983
5.21142028949366	0.287074125659033	4.64875500320196	5.77408557578537
5.07468356123323	0.286783377122159	4.5125881420738	5.63677898039266
5.31393349960818	0.298404390938199	4.72906089336931	5.89880610584705
5.24297167383955	0.355594881611673	4.54600570588067	5.93993764179843
5.13737149857773	0.254376588228525	4.63879338564982	5.63594961150564
5.49956720759572	0.255514080986992	4.99875960886122	6.00037480633023
5.02070655802304	0.275959371073623	4.47982619071874	5.56158692532735
4.8457708385672	0.405199127879908	4.05158054792259	5.63996112921182
5.10658486796049	0.210302276614853	4.69439240579538	5.51877733012561
4.71119246044765	0.208199372295883	4.30312169074772	5.11926323014758
5.07228859795192	0.232250160048537	4.61707828425679	5.52749891164706
5.24511805140664	0.270910703737929	4.71413307208029	5.77610303073298
4.73815763166489	0.266684437059832	4.21545613502763	5.26085912830216
4.96133749822029	0.245919885123771	4.4793345233777	5.44334047306288
5.12069704596287	0.236320720399976	4.65750843397892	5.58388565794683
4.82846330546915	0.226443679982426	4.3846336927036	5.27229291823471
4.71846003358429	0.36704703107152	3.99904785268411	5.43787221448446
5.14305947347001	0.270237305871007	4.61339435396284	5.67272459297719
5.27511059567204	0.233458685471058	4.81753157214876	5.73268961919531
5.20554338558213	0.297846795750032	4.62176366591207	5.7893231052522
5.09672153796365	0.272182073866682	4.56324467318496	5.63019840274235
5.09297110186492	0.263652398708926	4.57621240039542	5.60972980333441
4.73586062847407	0.253403539357129	4.2391896913341	5.23253156561405
5.16925406995816	0.205076658139965	4.76730382000383	5.5712043199125
5.29074539080072	0.253238052436372	4.79439880802543	5.78709197357601
5.27016305816274	0.380378684792528	4.52462083596939	6.0157052803561
4.98990249204979	0.219378025295158	4.55992156247128	5.4198834216283
4.82792515458076	0.307921118310192	4.22439976269278	5.43145054646874
4.68208697012935	0.393919376353103	3.91000499247727	5.45416894778143
4.63549047892986	0.337822408773946	3.97335855773293	5.29762240012679
5.11649774168369	0.249916570625729	4.62666126325726	5.60633422011012
4.81233310369203	0.213950699568318	4.39298973253813	5.23167647484594
5.42252376144322	0.252790976206267	4.92705344807894	5.9179940748075
4.96508849549666	0.214283867953992	4.54509211430684	5.38508487668648
4.83553431857594	0.199889385546565	4.44375112290467	5.22731751424721
5.08345821613465	0.29205861751554	4.51102332580419	5.65589310646511
4.99720367636469	0.248955433270379	4.50925102715475	5.48515632557463
5.00015904609459	0.234336002156848	4.54086048186717	5.45945761032202
4.92635037508293	0.25552030994996	4.42553056758101	5.42717018258486
4.94431713607641	0.277487095353638	4.40044242918327	5.48819184296954
4.99355909433053	0.303567823088384	4.39856616107729	5.58855202758376
5.33581120250882	0.247523781807336	4.85066459016644	5.8209578148512
5.10065339508217	0.21035762886213	4.6883524425124	5.51295434765194
5.28885243995159	0.34350538971303	4.61558187611405	5.96212300378913
5.06458592466829	0.200178174348155	4.6722367029459	5.45693514639067
5.10602184218435	0.255382855680535	4.6054714450505	5.60657223931819
5.20574925611736	0.284606563687464	4.64792039128993	5.76357812094479
5.01724162231817	0.258310927209183	4.51095220498818	5.52353103964817
5.81989548364904	0.411151861455382	5.01403783519649	6.62575313210159
4.95457932595578	0.277670884660379	4.41034439202144	5.49881425989012
4.88680586020646	0.285691532229731	4.32685045703619	5.44676126337674
5.11512233319098	0.273503721214293	4.57905503961097	5.651189626771
4.58321739728853	0.816353440160372	2.9831646545742	6.18327014000286
4.90207008765873	0.229372339078787	4.45250030306431	5.35163987225315
5.37544063902517	0.260189603850226	4.86546901547872	5.88541226257161
4.76151825228098	0.247737500466629	4.27595275136639	5.24708375319557
5.14490800238586	0.19706240161957	4.75866569521151	5.53115030956022
4.95417426412776	0.209914120745283	4.542742587467	5.36560594078851
5.01917407466816	0.205233290535715	4.61691682521816	5.42143132411816
