estFinal_msm11	sdFinal_msm11	X1	X2
4.92743060718806	0.0922673918706676	4.74658651912155	5.10827469525457
5.08994257183517	0.0946955468222406	4.90433930006358	5.27554584360676
5.06882785146663	0.0869975177993383	4.89831271657993	5.23934298635334
5.04923120607194	0.0921979945721989	4.86852313671043	5.22993927543345
4.93147266964723	0.0884130472145272	4.75818309710676	5.1047622421877
4.96659431424328	0.0838626228677162	4.80222357342255	5.130965055064
5.0615577620708	0.0941683247318065	4.87698784559646	5.24612767854514
4.93371375186061	0.0871340408159996	4.76293103186125	5.10449647185997
5.04109320686759	0.0860173804457575	4.8724991411939	5.20968727254127
4.99749732275412	0.0912541342948655	4.81863921953618	5.17635542597205
4.9621838149989	0.0935555501278251	4.77881493674836	5.14555269324943
4.97419594520315	0.0822811194006899	4.8129249511778	5.13546693922851
5.15832145514957	0.0860658109823631	4.98963246562414	5.32701044467501
4.92147247297407	0.0858615366408069	4.75318386115809	5.08976108479005
4.80170964581084	0.0882695202791608	4.62870138606368	4.97471790555799
5.04245401997916	0.0886826330832327	4.86863605913602	5.2162719808223
4.99930649857723	0.0872375058678866	4.82832098707617	5.17029201007828
4.89557987771214	0.0906465018033897	4.71791273417749	5.07324702124678
5.05588936650456	0.0918126526772871	4.87593656725708	5.23584216575204
5.09994294367621	0.092961180492762	4.9177390299104	5.28214685744202
5.01266865912838	0.0910624015009932	4.83418635218643	5.19115096607032
4.79939182473916	0.0925135284322194	4.61806530901201	4.98071834046631
5.03891239551293	0.0865731892124429	4.86922894465654	5.20859584636932
4.96534753456469	0.0881057731217977	4.79266021924597	5.13803484988342
4.99704460076266	0.0857815151694117	4.82891283103061	5.1651763704947
5.10793923646723	0.0888305861909745	4.93383128753292	5.28204718540154
4.85664265223186	0.0889504443701361	4.68229978126639	5.03098552319732
4.87184195282377	0.0934881064765967	4.68860526412964	5.0550786415179
4.99882464947687	0.090745455438564	4.82096355681728	5.17668574213645
5.04038789184281	0.0881029695584841	4.86770607150818	5.21306971217744
4.79786647641854	0.0896169984218133	4.62221715951178	4.97351579332529
5.0037969363627	0.0918169231512104	4.82383576698633	5.18375810573907
4.94093007102196	0.0888183624306836	4.76684608065782	5.11501406138609
4.96588183932003	0.087731426234266	4.79392824390087	5.13783543473919
4.93147820856968	0.0902523627609381	4.75458357755824	5.10837283958111
4.96339575155969	0.091658623733836	4.78374484904137	5.14304665407801
4.97560179332062	0.0860479368788834	4.80694783703801	5.14425574960323
5.02952830955465	0.0856606758534176	4.86163338488196	5.19742323422735
5.09694792605924	0.0919986533277179	4.91663056553691	5.27726528658157
4.9783732264872	0.0867039508086609	4.80843348290222	5.14831297007217
5.06345238485986	0.0882270956148994	4.89052727745465	5.23637749226506
5.19201869607607	0.0829695886896398	5.02939830224438	5.35463908990777
5.00150537527482	0.0858106306769528	4.83331653914799	5.16969421140165
5.05624756801565	0.0922144956443698	4.87550715655269	5.23698797947862
4.92287067418516	0.0901913449773719	4.74609563802951	5.09964571034081
4.99022780575719	0.0861495669557631	4.8213746545239	5.15908095699049
4.9390450421341	0.0909463927871841	4.76079011227121	5.11729997199698
5.04984310687324	0.0850741030426541	4.88309786490964	5.21658834883684
4.9625842480945	0.0854204768491024	4.79516011347026	5.13000838271874
5.10174532951889	0.088657974361624	4.9279756997701	5.27551495926767
4.96244371035182	0.0939203699278556	4.77835978529322	5.14652763541041
4.97390982032981	0.086579880804301	4.80421325395338	5.14360638670624
4.93769910252098	0.0957761164635848	4.74997791425235	5.1254202907896
4.98719979565419	0.0879562558581307	4.81480553417225	5.15959405713613
4.96265243040198	0.0857757571046793	4.79453194647681	5.13077291432715
5.16495331717145	0.0915592380668576	4.9854972105604	5.34440942378249
5.02462598455638	0.0901993698910564	4.84783521956991	5.20141674954285
5.12176534966895	0.0878478647196819	4.94958353481837	5.29394716451952
5.1486814789233	0.0892905404912201	4.97367201956051	5.32369093828609
5.27498999938852	0.0860877509577732	5.10625800751129	5.44372199126576
5.08363550305317	0.0916078073829181	4.90408420058265	5.26318680552369
5.00716615263024	0.0925936921713092	4.82568251597448	5.18864978928601
5.03487856315615	0.0898915224393777	4.85869117917497	5.21106594713733
4.98060258310194	0.0852165895867293	4.81357806751195	5.14762709869193
4.9118296823982	0.0850326555228669	4.74516567757338	5.07849368722302
5.10913898849829	0.0927502879160054	4.92734842418292	5.29092955281367
4.9420524838669	0.0878102066218341	4.7699444788881	5.11416048884569
5.01114270144695	0.0903138070903226	4.83412763954991	5.18815776334398
5.038372327375	0.0873198504110485	4.86722542056935	5.20951923418066
5.09014492941334	0.0921010041992433	4.90962696118282	5.27066289764385
5.02389143243744	0.0866745420178507	4.85400933008245	5.19377353479243
4.95475778169338	0.086349534796249	4.78551269349274	5.12400286989403
5.01728500498866	0.0932975624797646	4.83442178252832	5.20014822744899
4.95074761840523	0.0900819224800734	4.77418705034428	5.12730818646617
4.95504026406225	0.0905077594080766	4.77764505562242	5.13243547250208
5.18173376570337	0.0960912112563631	4.9933949916409	5.37007253976584
4.89988353822231	0.0888079561067727	4.72581994425304	5.07394713219159
4.95507592835031	0.0873311022244335	4.78390696799042	5.1262448887102
5.11899193175152	0.0913336756045507	4.9399779275666	5.29800593593644
4.77045914802979	0.0812352305842915	4.61123809608458	4.929680199975
4.95940564552408	0.0895128255075133	4.78396050752936	5.13485078351881
