estimate	se	lower	upper
5.43481439724852	0.20045576943339	5.04192108915907	5.82770770533796
5.36017456005928	0.20777380413283	4.95293790395893	5.76741121615962
5.20301171712035	0.212625136398135	4.78626644978	5.61975698446069
4.90055741951856	0.216754825786127	4.47571796097776	5.32539687805937
4.99698243664712	0.210621062665853	4.58416515382205	5.40979971947219
5.0665788491684	0.184344815643901	4.70526301050636	5.42789468783045
4.84978686888071	0.218809820910646	4.42091961989584	5.27865411786557
4.71675998376777	0.21311187889543	4.29906070113273	5.13445926640281
5.36901397764102	0.202411560073677	4.97228731989661	5.76574063538543
4.91953290383879	0.20136390748922	4.52485964515992	5.31420616251766
4.99150323212793	0.203292194371033	4.59305053116071	5.38995593309516
4.94189102443818	0.194022481255133	4.56160696117812	5.32217508769824
5.18949763726383	0.217322729046352	4.76354508833299	5.61545018619468
4.58422726015192	0.211361564010613	4.16995859469111	4.99849592561272
5.18174162625608	0.207309806726084	4.77541440507295	5.5880688474392
5.1079517734872	0.206823775328916	4.70257717384252	5.51332637313187
5.25295116429296	0.19459422316974	4.87154648688027	5.63435584170565
4.70933525599071	0.220840517068341	4.27648784253677	5.14218266944466
4.84611397726025	0.207304011518361	4.43979811468426	5.25242983983624
5.29100605349405	0.194970553673771	4.90886376829345	5.67314833869464
5.12274585266565	0.194512969108401	4.74150043321318	5.50399127211812
4.7638534444999	0.190997551636822	4.38949824329173	5.13820864570807
5.09487826056012	0.199663770131352	4.70353727110267	5.48621925001757
4.88151629796317	0.228932149116	4.43280928569581	5.33022331023053
5.09745266313209	0.204494820070577	4.69664281579375	5.49826251047042
4.98090802406654	0.224023321408481	4.54182231410592	5.41999373402717
4.79029866224139	0.189178690327446	4.4195084291996	5.16108889528319
4.91312928503392	0.201826497028285	4.51754935085848	5.30870921920936
5.04231371146039	0.226241647434865	4.59888008248806	5.48574734043273
5.17280458089675	0.219736001705916	4.74212201755316	5.60348714424035
4.70728317331765	0.19883333491781	4.31756983687874	5.09699650975656
5.38559282664833	0.244175743971126	4.90700836846492	5.86417728483174
5.10255177789992	0.209577971535077	4.69177895369117	5.51332460210867
5.08947581063081	0.190526052576612	4.71604474758065	5.46290687368097
5.38711248771782	0.200779374149482	4.99358491438483	5.7806400610508
4.93938947823846	0.204220264325383	4.53911776016071	5.33966119631621
4.92743915341277	0.20118044058974	4.53312548985688	5.32175281696866
5.02476265354058	0.215424703917672	4.60253023386194	5.44699507321921
4.76575460998134	0.216591848499161	4.34123458692299	5.1902746330397
5.06896742543128	0.19024879149009	4.6960797941107	5.44185505675185
5.048104902564	0.222228178066906	4.61253767355286	5.48367213157514
5.15953505357757	0.201659826424474	4.7642817937856	5.55478831336954
4.76018034046797	0.224281391403376	4.32058881331736	5.19977186761859
5.20774871644779	0.195608376643179	4.82435629822716	5.59114113466842
4.68980357868311	0.208589088803223	4.28096896462879	5.09863819273742
4.56678947040665	0.199121089619763	4.17651213475192	4.95706680606139
5.33214543975446	0.21368113149809	4.9133304220182	5.75096045749071
5.13326956897102	0.199035376516371	4.74316023099893	5.5233789069431
5.00379647985194	0.202216840562522	4.60745147234939	5.40014148735448
4.87094711640666	0.216583162616813	4.44644411767771	5.29545011513562
4.97546888563193	0.201181756116361	4.58115264364386	5.36978512762
4.95596167149084	0.219801105787282	4.52515150414777	5.38677183883392
5.11329692474166	0.205710991000453	4.71010338238078	5.51649046710255
5.13654131531049	0.204562301172653	4.73559920501209	5.53748342560889
5.23630941509124	0.211783910622509	4.82121295027113	5.65140587991136
4.91091045173734	0.21506433455797	4.48938435600372	5.33243654747097
4.7571423696427	0.203496309754657	4.35828960252357	5.15599513676182
5.07314752785781	0.197565201247	4.68591973341369	5.46037532230193
4.75309664465833	0.219672429153427	4.32253868351761	5.18365460579905
4.99442148625504	0.189841272403355	4.62233259234446	5.36651038016562
4.64795459074808	0.189907163174288	4.27573655092648	5.02017263056968
5.37074905963758	0.199010175573911	4.98068911551271	5.76080900376244
4.91113817793049	0.203673669006236	4.51193778667827	5.31033856918272
4.82966293369848	0.211486767282801	4.41514886982419	5.24417699757277
4.98466476412962	0.19507986189852	4.60230823480852	5.36702129345072
5.08027053732562	0.216881519496013	4.65518275911344	5.50535831553781
5.12392518810583	0.191901704958408	4.74779784638735	5.50005252982431
4.75964035014203	0.195199273574697	4.37704977393563	5.14223092634844
4.76273056689978	0.220004250557483	4.33152223580711	5.19393889799245
4.77878058692389	0.184671458351261	4.41682452855542	5.14073664529236
5.25938565812593	0.21561060631404	4.83678886975042	5.68198244650145
5.21872492737564	0.212398292231832	4.80242427460125	5.63502558015003
5.04368832322927	0.216632258696334	4.61908909618446	5.46828755027409
5.04890355518403	0.194849192103667	4.66699913866084	5.43080797170722
4.88846356789029	0.228512303573535	4.44057945288616	5.33634768289442
5.12392155207971	0.225129495577134	4.68266774074853	5.56517536341089
5.12644886969874	0.20845929670285	4.71786864816115	5.53502909123632
5.19846936941491	0.199621697201877	4.80721084289923	5.58972789593059
5.27830230866567	0.193698761707996	4.898652735718	5.65795188161335
4.77646029904815	0.212668492798042	4.35963005316399	5.19329054493231
4.92385653155516	0.214627134720683	4.50318734750262	5.3445257156077
4.69869826834792	0.19815134063565	4.31032164070205	5.0870748959938
4.97258650515327	0.213724828408491	4.55368584147263	5.39148716883391
5.35338076497352	0.210491476867056	4.94081747031409	5.76594405963295
4.79602575832405	0.187407568429832	4.42870692420158	5.16334459244652
5.10908477770991	0.178992332544715	4.75825980592227	5.45990974949756
5.03222527831967	0.216294818263961	4.60828743452231	5.45616312211704
5.05008029617693	0.18076635590183	4.69577823860935	5.40438235374452
5.36967739701237	0.196145291637114	4.98523262540363	5.75412216862112
5.03194988174905	0.184206442333573	4.67090525477525	5.39299450872285
4.84761464741107	0.204235091911135	4.44731386726525	5.2479154275569
5.04747497890772	0.200710620923267	4.65408216189811	5.44086779591732
4.78365025114313	0.207902111601135	4.37616211240491	5.19113838988136
4.85527292250162	0.206463540187606	4.45060438373391	5.25994146126933
4.99593216983211	0.178868311047856	4.64535028017831	5.34651405948591
5.24245374270069	0.239522915715262	4.77298882789878	5.71191865750261
4.99214076437078	0.205705257644035	4.58895845938847	5.39532306935308
5.20346161253635	0.217066762486959	4.77801075806191	5.62891246701079
4.89844274425984	0.213762510278924	4.47946822411315	5.31741726440653
5.02783301087846	0.21159487540527	4.61310705508413	5.44255896667279
