estFinal_iptw11	sdFinal_iptw11	X1	X2	estFinal_iptw10	sdFinal_iptw10	X1.1	X2.1	estFinal_iptw01	sdFinal_iptw01	X1.2	X2.2
23.7319333561553	2.16851944257913	19.4816352487002	27.9822314636104	10.4988630836891	0.814848280864162	8.9017604531953	12.0959657141828	9.9061373099779	1.06314774218734	7.82236773529073	11.9899068846651
23.7699866881389	1.20044502989792	21.417114429539	26.1228589467388	10.1257724340256	1.31640969200083	7.54560943770395	12.7059354303472	10.1478409276346	0.702636520048939	8.77067334833868	11.5250085069305
22.2751222328996	0.753062622522493	20.7991194927555	23.7511249730436	10.789723803105	0.766882508231473	9.28663408697127	12.2928135192386	9.79978372701997	0.892882220412407	8.04973457501165	11.5498328790283
20.9966773183207	0.917365593123693	19.1986407557983	22.7947138808432	10.9004947379335	1.19740115254215	8.55358847895092	13.2474009969162	9.9224346695975	1.14327345692429	7.68161869402589	12.1632506451691
23.4758821077498	0.922293974626477	21.6681859174819	25.2835782980177	9.28284008451722	0.896688175252493	7.52533126102233	11.0403489080121	11.4331729170975	1.04734879184389	9.38036928508352	13.4859765491116
19.8476335082229	0.698422094402075	18.4787262031949	21.216540813251	10.6639442062614	0.683825313314282	9.32364659216541	12.0042418203574	11.2000614276217	0.68892591254029	9.84976663904277	12.5503562162007
21.7212775406491	0.794092648515009	20.1648559495597	23.2776991317386	10.2510982248556	1.33024981020728	7.64380859684936	12.8583878528619	12.6335571416365	0.816156113106819	11.0338911599472	14.2332231233259
20.3830079735298	0.807393539940845	18.8005166352457	21.9654993118138	11.3464357742121	1.28355021247029	8.83067735777031	13.8621941906539	9.55234362554258	0.840061410230245	7.9058232614913	11.1988639895939
23.1777027919424	0.972488576688067	21.2716251816338	25.083780402251	9.33723475585511	0.944964231232663	7.48510486263909	11.1893646490711	11.5458449784128	1.0268688603052	9.5331820122146	13.558507944611
23.1227559546092	0.913086097031361	21.3331072044277	24.9124047047906	10.6786460330269	0.625383426075396	9.45289451791914	11.9043975481347	11.3845247741691	0.955040339336282	9.51264570907002	13.2564038392682
22.2098721383181	1.08960364095455	20.0742490020472	24.345495274589	11.8608753542837	1.81840069301034	8.29680999598344	15.424940712584	10.3288670003513	0.798281798152279	8.76423467597285	11.8934993247298
